Utterance,Intent,Sentiment,User Action,Slot_Label,Slot_Value
I can afford more. Do you have expensive phone with more benefits ?,1,0,0,O O O O O O O B-Cost O O O O O,Expensive
"I will not go for lower cost phone as there are trade-offs with lower cost phone , like lower-quality screens and less impressive cameras.",3,-1,0,0,0
What is its color?,2,1,2,0,0
I will take it.,6,0,0,0,0
I am very happy today. Thanks a lot ,4,1,0,0,0
"Hi, I want to buy a new phone.",0,0,0,0,0
I want at least 64 GB internal RAM phone and brand should be apple.,1,0,0,O O O O B-Internal_RAM O O O O O O O O B-Brand,"64,Apple"
What is its color?,2,0,2,0,0
"oh, $Co$ color will not look classic. Do you have it in Black color.",1,-1,0,O O O O O O O O O O O O B-Color O,Black
True but Blue color complement to the beauty of the bright screen,3,0,0,0,0
What is its price?,2,0,8,0,0
"Cool, I will take it.",6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
Camera quality is my primary focus and weight should be light.,1,0,0,O O O O O B-P_Camera O O O O B-Weight_g,"High,High,Light"
What is its OS?,2,0,6,0,0
Oh I don't want $OS$. I find it annoying. I want Mic OS,1,-1,0,O O O O O O O O O O O B-OS O,Mic
What is its price?,2,0,8,0,0
I will buy it.,6,0,0,0,0
Thank you for your time,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
I want 2017 released Samsung phone with dual camera.,1,0,0,O O B-Released_Yr O B-Brand O O B-P_Camera O,"2017,Samsung,Dual"
What is its cost?,2,0,8,0,0
What is its weight?,2,0,14,0,0
I don't want heavy weight phone. I want light weight phone around 170 gms,1,-1,0,O O O O O O O O O O O B-Weight_g I-Weight_g O,170-
I don't find comfortable holding heavy weight phone for longer time,3,-1,0,0,0
I will buy it.,6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hello, I am looking for  a good phone.",0,0,0,0,0
"It should be DualSim, GPS operated, less weight phone",1,0,0,O O O B-Sim B-GPS O B-Weight O O,"D,Y,Less"
"Great, what is its ReleasedYear and ReleasedMonth?",2,0,9,0,0
"oh, that's an old phone. Do you have 2017 released phone ?",1,-1,0,O O O O O O O O B-Released_Yr O O O,2017
What is its cost?,2,0,8,0,0
What is its weight,2,0,14,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
"Actually, I am not restricted to any particular model but i need to have a phone that has good camera and small display size",1,0,0,O O O O O O O O O O O O O O O O O O B-Camera O O B-Display_Size O O,"High,High,Small"
What is its memory?,2,0,5,0,0
But external storage devices such as memory cards face a chance of data corruption due to physical or liquid damage. So I need high internal storage phone,3,0,0,0,0
What is its color?,2,0,2,0,0
I will take it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hi, I am interested in buying a phone.",0,0,0,0,0
"Yes, it should be light weight and should have big screen",1,0,0,O O O O B-Weight_g O O O O B-Display_Size O,"Light,Big"
Is it a DualSim phone?,2,0,13,0,0
"Can you recommend  Dual Sim, light weight and small screen phone ?",1,-1,0,O O O B-Sim O O O O O O O O,D
But I use two sim so would require DualSim phone,3,0,0,0,0
What is its price?,2,0,8,0,0
Lovely it is under my budget. I will buy it.,6,0,0,0,0
Thank you so much,4,1,0,0,0
"Good Evening, I am in urgent need of a phone.",0,0,0,0,0
It should be black color samsung phone,1,0,0,O O O B-Color O B-Model O,"Black,Samsung"
What is its memory?,2,0,5,0,0
What is its price?,2,0,8,0,0
Thta's too less. I want expensive phone.,1,-1,0,O O O O O B-Cost O,Expensive
But I want in higher range as i don't want to compromise on quality,3,0,0,0,0
What is its color?,2,0,2,0,0
"Lovely, I will buy it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hello, I want a good phone.",0,0,0,0,0
What is its price?,2,0,8,0,0
It is very costly. Do you have phone under 500 Euro ?,1,-1,0,O O O O O O O O B-Cost I-Cost O O,500-
But I can't go beyond $C$ Euro,3,0,0,0,0
What is its color?,2,0,2,0,0
What is its internal RAM,2,0,5,0,0
I will take it .,6,0,0,0,0
Thanks a lot.,4,1,0,0,0
I wanna buy a phone which fulfills all my requirements.,0,0,0,0,0
Camera should be excellent and OS should be Win,1,0,0,O O O B-Camera O O O O B-OS,"High,High,Win"
How much storage does it offer?,2,0,11,0,0
Can you suggest a phone with 64 GB internal RAM ?,1,0,0,O O O O O O B-Internal_RAM O O O O,64
I don't want to use SD card as its speed is not same as primary memory,3,-1,0,0,0
How much storage does it offer?,2,0,11,0,0
How much is it for?,2,0,8,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi, i want a amazing phone",0,0,0,0,0
I want Motorola phone with less weight,1,0,0,O O B-Brand O O B-Weight_g O,"Motorola,Light"
What is its OS?,2,0,6,0,0
"oh, $OS$ OS is annoying. Do you have android operating phone ?",1,-1,0,O O O O O O O O B-OS O O O,Android 
what is its battery?,2,0,1,0,0
What is its cost?,2,0,2,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I want a phone.",0,0,0,0,0
I want to buy a apple phone with good camera,1,0,0,O O O O O B-Brand O O B-Camera O    ,"Apple,High,High"
What is its camera quality?,2,0,7,0,0
"Cool, what is its memory?",2,0,11,0,0
What is its cost?,2,0,8,0,0
"Cool, I will purchase it.",6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Good Evening, I am looking for best smartphone",0,0,0,0,0
"Nothing in Particular, I want a 2017 released phone in which GPS works",1,0,0,O O O O O O B-Released_Yr O O O O B-GPS O,"2017,Y"
oh I don't want Blu brand phone. I would prefer in Samsung,1,-1,0,O O O O O O O O O O O B-Color,Black
I am not comfortable using this brand so would go for samsung,3,0,0,0,0
What is its price?,2,0,8,0,0
What is its battery capacity?,2,0,1,0,0
"Okay, i think i will buy it",6,0,0,0,0
Thanks a lot for helping me in choosing a good phone,4,1,0,0,0
I want a technologically advanced mobile phone,0,0,0,0,0
I want an alacatel phone with good battery,1,0,0,O O O B-Brand O O B-Battery O,"Alcatel,High"
What is its storage,2,0,5,0,0
That will not fulfill my need. I need a phone with more space at least good memory,1,0,0,O O O O O O O O O O O O O O O B-RAM O,"High,High"
"But I don't want to use memory slot as it can be subject to electronic corruption, leading to unreadable card",3,-1,0,0,0
What is its price?,2,0,8,0,0
I will take it,6,0,0,0,0
Thanks a lot for your help,4,1,0,0,0
"Hello , I want to buy a phone",0,0,0,0,0
"Yes, i need a GPS operated phone with small display size ",1,0,0,B-GPS O O O O O O O B-Display_Size O O,"Y,Small"
What is the price ?,2,0,8,0,0
whats is its battery?,2,0,1,0,0
It is not enough. I want high battery,3,-1,0,0,0
"Ok , can you please book it for me",6,0,0,0,0
Thank you Bot,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
It should be Gionee company with less weight,1,0,0,O O O B-Brand O O B-Weight_g O,"Gionee,Light"
Its color should be black,1,0,0,O O O O B-Color,Black
What is its Released Year?,2,0,9,0,0
"oh, but I want May 2017 released phone",1,-1,0,O O O O B-Released_Month B-Released_Yr  O O,"2017,May"
But I want a new released phone with good camera and battery,3,0,0,0,0
"Ok , can you please book it for me",6,0,0,0,0
"OK,Thanks for information.",4,1,0,0,0
I need to buy a phone.,0,0,0,0,0
Phone with good secondary camera and cost around 400,1,0,0,O O B-S_Camera O O O O B-Cost I-Cost ,"High,400-"
No thats all.,5,0,0,0,0
What is its cost,2,0,8,0,0
What is Sim slot?,2,0,13,0,0
"oh, but I want dualsim phone",1,-1,0,O O O O B-Sim O,D
But I have two sims so would need dualsim phone,3,0,0,0,0
what is it's both camera ? ,2,0,7,0,0
It sounds great.,3,1,0,0,0
Ok can you book it for me?,6,0,0,0,0
Thanks for assistance.,4,1,0,0,0
"Good Evening, I am looking for a trending phone",0,0,0,0,0
 I need to have a Allview phone that has high RAMmemory and good battery life.,1,0,0,O O O O O B-Brand O O O B-RAM O O B-Battery O O,"Allview,High,High"
What is its cost?,2,0,8,0,0
Whta is its weight?,2,0,14,0,0
That's a bit on heavier side. Do you have something in light weight ?,1,-1,0,O O O O O O O O O O O B-Weight_g O O,Light
Yeah as I constantly talk on phone and with this weight my hand will hurt so need lighter phone,3,0,0,0,0
What is its price?,2,0,8,0,0
"Okay, I will take this phone.",6,0,0,0,0
thanks a ton,4,1,0,0,0
"Hello , can you help me in selecting a phone ?",0,0,0,0,0
I want a allview dualsim phone.,1,0,0,O O O B-Brand B-Sim O,"Allview,D"
what is its camera quality?,2,0,7,0,0
I would prefer high Mp phone,3,0,0,0,0
what is its cost?,2,0,8,0,0
"Okay, I will take this phone.",6,0,0,0,0
You are a very good salesman. Thanks a lot,4,1,0,0,0
"Hello, I am in search of  a good phone.",0,0,0,0,0
"it should have big display, Sym OS and high internal RAM memory.",1,0,0,O O O B-Display_Size O B-OS O O B-Internal_RAM O O O,"Sym,Big,High"
That's it,5,0,0,0,0
What is its Primary Camera?,2,0,7,0,0
Oh I don't want this phone. I want dual camera phone,1,-1,0,O O O O O O O O B-P_Camera O O,Dual
Dual Camera can help in capturing better images with better focus.,3,0,0,0,0
What is its cost?,2,0,8,0,0
What is its weight,2,0,14,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
"It should be ZTE company, Radio should work and also should have good memory",1,0,0,O O O B-Brand O B-Radio O O O O O O B-Internal_RAM  O,"ZTE,High,Y"
What is its memory?,2,0,11,0,0
oh it is much less. Show me a phone with higher memory,1,-1,0,O O O O O O O O O O B-RAM O,High
sorry show me a phone with higher memory. ,3,-1,0,0,0
What is its color?,2,0,2,0,0
I will take it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
"hi,can you help me in buying a phone ?",0,0,0,0,0
it should have big display size and better battery capacity,1,0,0,O O O B-Display_Size O O O B-Battery O O,"Big,High"
how much does it cost ? ,2,0,8,0,0
what is it's color ? ,2,0,2,0,0
"oh, is it possible in Grey ? ",1,-1,0,O O O O O B-Color O,Grey
 Grey looks professional,3,0,0,0,0
what is it's cost ? ,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi, I want to buy a new phone",0,0,0,0,0
It should be Xiaomi brand with dual sim slots and cost around 350,1,0,0,O O O B-Brand O O B-SIM O O O O B-Cost I-Cost,"Xiaomi,D,350-"
"No, that's it",5,0,0,0,0
what is its cost?,2,0,8,0,0
Does Radio works on it?,2,0,10,0,0
Oh but I often listen to Radio,1,-1,0,O O O O O O B-Radio,Y
what's the price?,2,0,8,0,0
"Okay, Can you book it for me?",6,0,0,0,0
Thanks a lot ,4,1,0,0,0
"Hey, I am looking for a good phone",0,0,0,0,0
It should be a Asus phone with good memory and high camera quality,1,0,0,O O O O B-Brand O O B-RAM O O B-Camera O O,"Asus,High,High,High,High"
What is the price?,2,0,8,0,0
Does it has DualSim?,2,0,13,0,0
What is its price?,2,0,8,0,0
I am not satisfied with this phone. I want in higher range. My budget is 500 plus,1,-1,0,O O O O O O O O O O O O O O O B-Cost I-Cost,500+
"But with higher range I would get good processor, good camera optimization, big battery and quick charging,and a good looking design

",3,0,0,0,0
What is the cost?,2,0,8,0,0
ok can you book it  for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hey, can you help me in buying a new phone?",0,0,0,0,0
I want to buy a affordable phone with good primary camera,1,0,0,O O O O O B-Cost O O B-P_Camera O O,"Less,High"
Does it has good camera ?,2,0,7,0,0
I hope it has DualSim feature in it.,2,0,13,0,0
What is its memory?,2,0,5,0,0
"oh, that seems little less. I want a phone with higher memory",1,-1,0,O O O O O O O O O O B-RAM O,"High,High"
But I feel my phone should have enough RAM so that it could perform all tasks easily with the quickness.,3,0,0,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hello, I want to buy a new phone.",0,0,0,0,0
I want to buy a moderate display size phone  with good secondary camera quality ,1,0,0,O O O O O B-Display_Size O O O O B-S_Camera O O O,"Moderate,High"
What is its battery?,2,0,1,0,0
What color is it?,2,0,2,0,0
what is its released year?,2,0,9,0,0
"oh, I want latest released year phone",1,-1,0,O O O B-Released_Yr O O O,latest
Yeah but still I would go for latest phone,3,0,0,0,0
What is its price?,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi, I want to buy a new phone.",0,0,0,0,0
I want a buy a Coolpad phone 64 GB internal RAM phone.,1,0,0,O O O O O B-Brand O B-Internal_RAM O O O O,"Coolpad,64"
What is its display  size?,2,0,3,0,0
oh that's very big. I want medium display size phone,1,-1,0,O O O O O O B-Display_Size O O O,Medium
"I feel the screen size of the phone must be appropriate, means it should not look so big that I can't hold it with a single hand.",3,0,0,0,0
"Lovely, What is its color?",2,0,2,0,0
What is its price?,2,0,8,0,0
"Cool, I will take it.",6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
I want to buy a dual camera primary phone with radio feature in it,1,0,0,O O O O O B-P_Camera O O O O B-Radio O O O,"Y,Dual"
How much does it cost ? ,2,0,8,0,0
What is its memory?,2,0,5,0,0
"oh, that seems little less. I want a GPS operated phone with 6 GB RAM",1,-1,0,O O O O O O O O O O O O B-RAM O O,6
RAM is the most desirable feature that a phone must have and it requires good RAM size to work properly. ,3,0,0,0,0
Okay book this model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a new phone.",0,0,0,0,0
"Yes, i need a multisim phone in cost around 250",1,0,0,O O O O B-Sim O O O B-Cost I-Cost,"D,250-"
What is its battery?,2,0,1,0,0
Oh that seems little less. I constantly work on phone so need good battery,1,-1,0,O O O O O O O O O O O O B-Battery O,High
I travel a lot so good battery is very much needed for my work,3,0,0,0,0
What is its price?,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi,I want to buy a phone.",0,0,0,0,0
I want a good phone with battery more than 3000 mAH,1,0,0,O O O O O O O B-Battery O B-Battery O,3000+
is it so ?,5,0,0,0,0
"Sorry I don't want this, I want Gionee company phone",1,-1,0,O O O O O O O B-Brand O O,Gionee
it looks good enough.,3,1,0,0,0
Ok please complete the booking process.,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"I need to buy a phone, am i at right place?",0,0,0,0,0
I want to buy black color Gigabyte phone,1,0,0,O O O O B-Color O B-Brand O,"Gigabyte,Black"
What is its battery?,2,0,1,0,0
It's less. Show me the same brand phone with battery more than 4000 mAH,1,-1,0,O O O O O O O O O O B-Battery O B-Battery O,4000+
I don't want to take trouble carrying power bank. I need high battery phone only,3,0,0,0,0
What color is it available?,2,0,2,0,0
What is its price?,2,0,8,0,0
"Okay, I will buy it then.",6,0,0,0,0
Thanks a lot for your help.,4,1,0,0,0
I wanna buy a phone which fulfills all my requirements.,0,0,0,0,0
I want to buy a light weight phone with medium display size,1,0,0,O O O O O B-Weight_g O O O B-Display_Size O O,"Light,Medium"
what are its specification?,2,0,11,0,0
I don't want $OS$ phone. I want Android phone,1,-1,0,O O O O O O O B-OS O,Android
Android devices are flexible,3,1,0,0,0
Ok book this one for me,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , can you help me in selecting a phone ?",0,0,0,0,0
 I want to buy a vivo phone with good camera for my son.,1,0,0,O O O O O B-Brand O O B-Camera O O O O ,"Vivo,High"
I have budget constraints. Cost should be around 250,1,0,0,O O O O O O O B-Cost I-Cost ,250-
What is its Display Size?,2,0,3,0,0
"oh that's very small, but I want a phone which has medium Display Size.",1,-1,0,O O O O O O O O O O O B-Display_Size O O,Medium
I travel a lot and mostly watch tv shows on my phone so would require relatively bigger screen size,3,0,0,0,0
What is its price?,2,0,8,0,0
"Perfect, I will take it. Kindly gift wrap it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
I am looking for a good phone,0,0,0,0,0
I want a light weight phone with good memory,1,0,0,O O O B-Weight_g O O O B-RAM O,"Light,High,High"
I would prefer Samsung phone.,1,0,0,O O O B-Brand O,Samsung
What is its OS,2,0,6,0,0
"Oh, I am not comfortable with $OS$ but I want android phone. ",1,-1,0,O O O O O O O O O O B-OS O,Android
I feel Android phone comes with better hardware,3,0,0,0,0
What color is it available in your store/?,2,0,2,0,0
"Okay, I will book this phone",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Good evening, I am looking for a good phone",0,0,0,0,0
I am looking for a 13 MP  rear camera LG phone,1,0,0,O O O O O B-P_Camera O O O B-Brand O,"LG,13"
What is its internal Ram storage?,2,0,5,0,0
I want a LG phone with 64 internal RAM space,1,0,0,O O O O O O B-Internal_RAM O O O,64
But higher Internal RAM improves the phone performance,3,-1,0,0,0
"Lovely, what is its cost?",2,0,8,0,0
Book it for me.,6,0,0,0,0
Thanks dear,4,1,0,0,0
"Hi, I am looking for a good performing mobile",0,0,0,0,0
"Hey, I am looking for a T-Mobile cellphone",1,0,0,O O O O O O B-Brand O,T-Mobile
what is its released year?,2,0,9,0,0
"oh, I want 2017 released year phone",1,-1,0,O O O B-Released_Yr O O O,2017
 I would prefer latest phone as they get updated version for better performance,3,0,0,0,0
